Producto,CodigoOrigen,Codigo,Categoria,Proveedor,Deposito,Ubicacion,Cantidad,StockSeguridad
OSMO 2000 LH WALCHEM + DOSIF ANTI INCRUST.,REPNEF477,185,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 250 LH CREATE + DOSIF ANTI INCRUST.,ESBRO1400,125,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 250 LH WALCHEM + DOSIF ANTI INCRUST.,ESPBR1200,126,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 3000 LH WALCHEM + DOSIF ANTI INCRUST.,DESIST412,232,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 4000 LH WALCHEM + DOSIF ANTI INCRUST.,,233,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 4X40,,2977,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 500 LH CREATE + DOSIF ANTI INCRUST.,REPDES724,129,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 500 LH WALCHEM + DOSIF ANTI INCRUST.,REPDES322,130,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 5000 LH WALCHEM + DOSIF ANTI INCRUST.,REFPL7855,234,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 6000 LH WALCHEM + DOSIF ANTI INCRUST.,SILAS0610,235,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 7000 LH WALCHEM + DOSIF ANTI INCRUST.,,236,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 750 LH CREATE + DOSIF ANTI INCRUST.,REPOSMO42,134,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 750 LH WALCHEM + DOSIF ANTI INCRUST.,REPABLA42,135,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 8X40,,2978,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO 9000 LH WALCHEM + DOSIF ANTI INCRUST.,,237,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO DOBLE PASO 900 LH  W900,FILARE,177,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO PO - 100 LH DIALISIS,11027,2006,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO PO - 100 LH INDUSTRIAL,10329,2005,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO PO - 200 LH DIALISIS,,2008,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMO PO - 200 LH INDUSTRIAL,70834,2007,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS 1000 L/H,,1183,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS 500 L/H,,1182,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS 800G - SNOWBAR,,394,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS DOBLE PASO tubo y conectores 18mm,,2979,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS DOBLE PASO tubo y conectores 22mm,,2980,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS DOMESTICO 75GPD,,12,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS INVERSA 4500 GPD,20040,393,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS INVERSA 600 GPD,,75,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS INVERSA DOM. 100GPD,,1962,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS INVERSA FILSA 1500 LH,,1935,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS INVERSA FILSA OSM 5000,,2384,Equipos,Clack Corp.,Anaya 2710,,15,10
OSMOSIS INVERSA OSM 750LH,,1875,Equipos,Clack Corp.,Anaya 2710,,15,10
OZONIZACION DE AGUA TRATADA,OZOAGUA42,1217,Equipos,Clack Corp.,Anaya 2710,,15,10
PACK DE SOFTWARE,,2171,Equipos,Clack Corp.,Anaya 2710,,15,10
PALLETS,,2479,Equipos,Clack Corp.,Anaya 2710,,15,10
"PANTALLA LCD 7"" PLC M241",,16,Equipos,Clack Corp.,Anaya 2710,,15,10
PAR DE CONECTORES RAPIDOS 3/8,,2692,Equipos,Clack Corp.,Anaya 2710,,15,10
"PARTS KIT, EHE36 VC",E36VC-PK,2617,Equipos,Clack Corp.,Anaya 2710,,15,10
PASA CABLE PG 11,,2808,Equipos,Clack Corp.,Anaya 2710,,15,10
PASA CABLE PG 13,,2809,Equipos,Clack Corp.,Anaya 2710,,15,10
"PASA CABLE PG13,5 (cable 6-12)",,1252,Equipos,Clack Corp.,Anaya 2710,,15,10
PASA CABLE PG16 (cable 10-14),,1256,Equipos,Clack Corp.,Anaya 2710,,15,10
PASA CABLE PG21 (cable 13-18),,1259,Equipos,Clack Corp.,Anaya 2710,,15,10
"PASA CABLE PG7 (cable 3-6,5)",,1247,Equipos,Clack Corp.,Anaya 2710,,15,10
PASA CALBE PG19 (cable 12-15),,1258,Equipos,Clack Corp.,Anaya 2710,,15,10
PASA CALBLE PG11 (cable 5-10),,1249,Equipos,Clack Corp.,Anaya 2710,,15,10
PASA CALBLE PG9 (cable 4-8),,1248,Equipos,Clack Corp.,Anaya 2710,,15,10
PATINES/SOPORTE INOX P7PORTÁTIL,,2800,Equipos,Clack Corp.,Anaya 2710,,15,10
PERNO SENSOR DE FLUJO DIG. B-W,90007-567,1948,Equipos,Clack Corp.,Anaya 2710,,15,10
PICO DE MUESTREO DE ACERO INOX,,1533,Equipos,Clack Corp.,Anaya 2710,,15,10
PICO DE MUESTREO DE PLASTICO,,1893,Equipos,Clack Corp.,Anaya 2710,,15,10
PICO INOX SANITARIO,,2370,Equipos,Clack Corp.,Anaya 2710,,15,10
PICO SALA DE LAVADO,,1185,Equipos,Clack Corp.,Anaya 2710,,15,10
PIEZA EN T 25-25-25 PPSU,160033-001,2339,Equipos,Clack Corp.,Anaya 2710,,15,10
PIEZA UNION 10 MM,DIN5154,2715,Equipos,Clack Corp.,Anaya 2710,,15,10
PIEZA UNION 6 MM,DIN5152,2714,Equipos,Clack Corp.,Anaya 2710,,15,10
PIN ROTOR GEORGE FISCHER,M1546-1,2647,Equipos,Clack Corp.,Anaya 2710,,15,10
PIN1,11223,2330,Equipos,Clack Corp.,Anaya 2710,,15,10
PIN2,11211,2331,Equipos,Clack Corp.,Anaya 2710,,15,10
PINZAS AZULES TUBULADURAS,,7106,Equipos,Clack Corp.,Anaya 2710,,15,10
PINZAS BLANCAS PLASTICAS,,7107,Equipos,Clack Corp.,Anaya 2710,,15,10
PISTON DOWNFLOW ASY WS2,V3725,1987,Equipos,Clack Corp.,Anaya 2710,,15,10
"PISTON NHW/MAV 1""/1,25""/1,5""",,1170,Equipos,Clack Corp.,Anaya 2710,,15,10
"PISTON NHW/MAV 2""",,1174,Equipos,Clack Corp.,Anaya 2710,,15,10
PISTON REGENERANTE,V3174,1530,Equipos,Clack Corp.,Anaya 2710,,15,10
PISTON SALMUERA WS2H / WS3H,3186EU,290,Equipos,Clack Corp.,Anaya 2710,,15,10
PISTON WS2H,32178,289,Equipos,Clack Corp.,Anaya 2710,,15,10
PISTON WS3H,BOM4-40FG,297,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA  W100,191658,2856,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA 2 ENTRADAS Y 4 SALIDAS ANALOGICAS W900,191918,2954,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA 4-20 MA CD30,,1654,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA 6 ENTRADAS ANALOGICAS W900,191914,2953,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA 8 ENTRADAS ANALOGICAS PLC M241,,15,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ADICIONAL RELAY WS2H / WS3H,,294,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ADICIONAL WS2H,V3242-01 BOARD,2872,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ANALOGA INPUT W 600,191731,2886,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA CD12 AD,CA1232,2865,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA CENTRAL DE POTENCIA CD2000P,PSR822,2948,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA CENTRAL WS2H/WS3H,FG-TC OZ 2000,295,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA DISPLAY WS2H,V3241-01 BOARD,2870,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ELECTRONICA F-200RT FLUJ,90010-227,1947,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ELECTRONICA P/VALV WS1.1,V3108-09 BOARD,1557,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ELECTRONICA P/VALV WS2/2,V3108CI-03BOARD,1917,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ELECTRONICA P/VALV WS2H/,V3243,2240,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ELECTRONICA P/VALV.WS1/1,V3108CS-01 BOARD,1556,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ELECTRONICA P/VALVULA WS,V3108TC-BOARD,1555,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ELECTRONICA P/VALWS1.125,V3818TC-2TO4BRD,1985,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA ELECTRONICA PARA WS1 EI,V3408EI-04BOARD,2474,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA P/2SENSORES W900,191910,2952,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA P/WS1.5LEE/WS2LEE,V3408EE-02 BOARD,1558,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA SENSOR W600,191730,2643,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA W600 1 SALIDA ANALOGICA,,2651,Equipos,Clack Corp.,Anaya 2710,,15,10
PLACA W600 SI AI OPTION,191929,2885,Equipos,Clack Corp.,Anaya 2710,,15,10
PLANTA POTABILIZADORA DE AGUA,,2243,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQ. ELECT. ALTO VOLTAJE CD10,ELPC5040S,1506,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQUETA ELEC. CENTR. SAL CD10,ELPC5031S,1505,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQUETA ELECT. PPAL CD10AD,ELPC5020S,1504,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQUETA ELECTRONICA - LED,ELPC5052SA,2181,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQUETA ELECTRONICA CD10,ELPC5064SA,2182,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQUETA ELECTRONICA CD10AD,ELPC5060SA,2183,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQUETA ELECTRONICA CD12,ELPC5062SA,2188,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQUETA ELECTRONICA PPAL CD10,ELPC5012SA,1503,Equipos,Clack Corp.,Anaya 2710,,15,10
PLAQUETA OSMOSIS CONDUCTIVIDAD,,2507,Equipos,Clack Corp.,Anaya 2710,,15,10
PLATINA 2 1/2  XA-40/16-20-26,RBA-13-76-3,3007,Equipos,Clack Corp.,Anaya 2710,,15,10
PNEUMATIC SPRING,10906,2325,Equipos,Clack Corp.,Anaya 2710,,15,10
POLIFOSFATO GRANULADO,308100,2595,Equipos,Clack Corp.,Anaya 2710,,15,10
PORT CAPS AMARILLOS,,7104,Equipos,Clack Corp.,Anaya 2710,,15,10
PORT CAPS ROJOS,,7105,Equipos,Clack Corp.,Anaya 2710,,15,10
PORT CAPS TWIST,,7103,Equipos,Clack Corp.,Anaya 2710,,15,10
PORT.CAPS S/VENT,,14,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA FILTRO INOX 14 ELEMENTOS 30""X2,5",VALESF340,229,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA FILTRO INOX 4 ELEMENTOS 20""X2,5""",,5,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA FILTRO INOX 7 ELEMENTOS 20""X2,5""",,7,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA FILTRO INOX 7 ELEMENTOS 30""X2,5",,277,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA FILTRO INOX 7 ELEMENTOS 40""X2,5""",,8,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA MEMB INOXIDABLE 2.5""x40""",V2540,2027,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA MEMB. BLANCO 4X40""",,1007,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA MEMB. FIBRA 8""x120""-3 EL",V80120PRFV,1927,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA MEMB. INOXIDABLE 4""x21""",V4021,259,Equipos,Clack Corp.,Anaya 2710,,15,10
"PORTA MEMB. INOXIDABLE 4x40""",SV4040.1,1006,Equipos,Clack Corp.,Anaya 2710,,15,10
PORTA MEMBR - 8X40 - 2 ELEMENTOS,V8080-300,1926,Equipos,Clack Corp.,Anaya 2710,,15,10
PORTA MEMBR - 8X40 - 3 ELEMENTOS,V80120-300,1785,Equipos,Clack Corp.,Anaya 2710,,15,10
PORTA MEMBR - 8X40 - 4 ELEMENTOS,V80160PRFV,2424,Equipos,Clack Corp.,Anaya 2710,,15,10
PORTA MEMBR - 8X40 - 5 ELEMENTOS,V80200-300,1803,Equipos,Clack Corp.,Anaya 2710,,15,10
PORTA MEMBRANA 100 GALONES,RO,2667,Equipos,Clack Corp.,Anaya 2710,,15,10
PORTA MEMBRNA 300 GALONES,,2668,Equipos,Clack Corp.,Anaya 2710,,15,10
POWERED PALLET TRUCK,TK20L,2311,Equipos,Clack Corp.,Anaya 2710,,15,10
PREAMP W1/6 PH ORP,191652-20,2658,Equipos,Clack Corp.,Anaya 2710,,15,10
PREAMPLIFICADOR PH/ORP,,2877,Equipos,Clack Corp.,Anaya 2710,,15,10
"PRENSAESTOPA 3-6,5MM LARG ROSCA 8MM",LEI6402,2787,Equipos,Clack Corp.,Anaya 2710,,15,10
PRENSAESTOPA 4-8MM LARG ROSCA 8MM,LEI6404,2788,Equipos,Clack Corp.,Anaya 2710,,15,10
PRENSAESTOPA 5-10MM LARG ROSCA 8MM,LEI6406,2789,Equipos,Clack Corp.,Anaya 2710,,15,10
PREPARADOR DE AIRE OXS,OXS105,1949,Equipos,Clack Corp.,Anaya 2710,,15,10
PRESERVANTE DE MEMBRANAS 1,120287,1588,Equipos,Clack Corp.,Anaya 2710,,15,10
PRESERVANTE DE MEMBRANAS 1A,120288,1584,Equipos,Clack Corp.,Anaya 2710,,15,10
PRESERVANTE DE MEMBRANAS 6,120605,1589,Equipos,Clack Corp.,Anaya 2710,,15,10
PRESOSTATO 0-30 BAR,,1090,Equipos,Clack Corp.,Anaya 2710,,15,10
PRESOSTATO 0-6 BAR,,1089,Equipos,Clack Corp.,Anaya 2710,,15,10
PRESOSTATO P/EQ ÓSMOSIS,SW-LP,1092,Equipos,Clack Corp.,Anaya 2710,,15,10
PRESOSTATO Q/USAMOS P/OSMOSIS,AC-00-16,2580,Equipos,Clack Corp.,Anaya 2710,,15,10
PRESS CONTROL,CONTAG465,1194,Equipos,Clack Corp.,Anaya 2710,,15,10
PROBETAS P/TEST DE CLORO,,1895,Equipos,Clack Corp.,Anaya 2710,,15,10
PRODUCT CATALOGUES,,2114,Equipos,Clack Corp.,Anaya 2710,,15,10
PROGRAMADOR ELECTRÓNICO,,1262,Equipos,Clack Corp.,Anaya 2710,,15,10
PROTOCOLO IOIQ,,2756,Equipos,Clack Corp.,Anaya 2710,,15,10
PUAS METALICAS,,2518,Equipos,Clack Corp.,Anaya 2710,,15,10
PURIFICADOR DE AIRE,,2449,Equipos,Clack Corp.,Anaya 2710,,15,10
PURISTERIL ACIDO PERACETICO BIDON,,1292,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE 1/2"" TEFFEN",146418,2298,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE 1/2""X 5/8",146424,2303,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE 1/8 X 5/3,146400,2306,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE 3/4""",146430,2299,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE 3/4""x 5/8",146426,2304,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE BRONCE 1/2""x3/4""",,487,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE BRONCE 1/2""x3/8""",,488,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE BRONCE 1/4""x1/2""",,486,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE BRONCE 1/4""x1/4""",,485,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE BRONCE DE 1""",REBOSE1,1268,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE PVC 1/2"" x 1/2""",REBOSE112,1257,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE PVC 1/2""x3/4""",,490,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE PVC 1/2""x3/8""",,491,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE DE PVC 1/4""x1/4""",,489,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE DOBLE 1/2 - ESPIGA,CONENC411,128,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE DOBLE 1/2 X 3/8 - ESPIGA,,158,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE DOBLE 1/2 X 5/16 - ESPIGA,,155,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE DOBLE 1/4 - ESPIGA,,122,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE DOBLE 3/4 - ESPIGA,,136,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE DOBLE 3/8 X 1/4 - ESPIGA,,138,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE EN CODO 3/4""",146650,2302,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE ESPIGA - ESPIGA 1/4""",146462,2301,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE HEMBRA 3/4""",146458,2300,Equipos,Clack Corp.,Anaya 2710,,15,10
"REBOSE HEMBRA 3/4""x5/8 (TUERCA)",146456,2305,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE METALICO DE 1/4,REBINOX14,178,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROCA MACHO 1/2 - ESPIGA 1/4,,97,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA HEMBRA 1/2 - ESPIGA 1/2,,167,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA HEMBRA 3/4 - ESPIGA 1/2,,169,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA HEMBRA 3/4 - ESPIGA 3/4,,171,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA HEMBRA 3/4 - ESPIGA 5/8,,170,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA MACHO 1/2 - ESPIGA 1/2,,99,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA MACHO 1/2 - ESPIGA 3/4,,106,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA MACHO 1/2 - ESPIGA 3/8,,98,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA MACHO 1/4 - ESPIGA 1/4,,96,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSE ROSCA MACHO 3/4 - ESPIGA 1/2,,103,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSER ROSCA MACHO 1 - ESPIGA 1,,112,Equipos,Clack Corp.,Anaya 2710,,15,10
REBOSER ROSCA MACHO 1 - ESPIGA 3/4,VALVIT741,110,Equipos,Clack Corp.,Anaya 2710,,15,10
RECAMBIO LECHO MIXTO,,205,Equipos,Clack Corp.,Anaya 2710,,15,10
Redondeo,,9999,Equipos,Clack Corp.,Anaya 2710,,15,10
REDUCCION 3/4x3/8,REDUC3438,219,Equipos,Clack Corp.,Anaya 2710,,15,10
"REDUCCION 3/8""x1/2""",AQF CO 3812TP,2053,Equipos,Clack Corp.,Anaya 2710,,15,10
REDUCTOR 1/2 - 3/8 J.G,PI061612S,2681,Equipos,Clack Corp.,Anaya 2710,,15,10
Reductor 3/8x1/4,AQF CO 1438TP,344,Equipos,Clack Corp.,Anaya 2710,,15,10
REFLECTOR LED C/SENSOR 10W FRIO 100-240V,BRE0612,2706,Equipos,Clack Corp.,Anaya 2710,,15,10
REGLETA ANTI INCRUSTANTE 100L,,2775,Equipos,Clack Corp.,Anaya 2710,,15,10
REGLETA ANTI INCURUSTANTE 50L,,2772,Equipos,Clack Corp.,Anaya 2710,,15,10
REGLETA HIPOCLORITO 100L,,2776,Equipos,Clack Corp.,Anaya 2710,,15,10
REGLETA HIPOCLORITO 50 L,,2773,Equipos,Clack Corp.,Anaya 2710,,15,10
REGLETA METABISULFITO 100L,,2774,Equipos,Clack Corp.,Anaya 2710,,15,10
REGLETA METABISULFITO 50L,,2771,Equipos,Clack Corp.,Anaya 2710,,15,10
REGULADOR,7001301,2353,Equipos,Clack Corp.,Anaya 2710,,15,10
RELE 2NA/NC 12VDC,FIN1012,2832,Equipos,Clack Corp.,Anaya 2710,,15,10
RELE 2NA/NC 24VAC,FIN0854,2831,Equipos,Clack Corp.,Anaya 2710,,15,10
RELE 4NA/NC 230 VAC,FIN1328,2816,Equipos,Clack Corp.,Anaya 2710,,15,10
RELE TERMICO 12A / 16A P/CONTACTOR,,2835,Equipos,Clack Corp.,Anaya 2710,,15,10
RELE TERMICO 4A 6A PARA CONTACTOR,moe4718,2728,Equipos,Clack Corp.,Anaya 2710,,15,10
RELE TERMICO 6 -10 A,4720,1052,Equipos,Clack Corp.,Anaya 2710,,15,10
RELOJ DE OSMOSIS,RELOSM741,1202,Equipos,Clack Corp.,Anaya 2710,,15,10
RELOJ DIG(OZONO Y UV) FINDER,FIN5762,2550,Equipos,Clack Corp.,Anaya 2710,,15,10
REPARACION,REP000001,1074,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO  UF - EQUPO UF-01,,513,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO CARBON EQUIPO UF-01,,512,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO CUARZO EQUIPO UV 12 GPM,,447,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO CUARZO LBH4,,1612,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO ELECTRÓNICA BOMBA EHE 230V,,102,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO FILTRO  EQUIPO SNOW BAR,,700,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO FILTRO CARBON - KUF/KWF,REPVAL413,67,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO FILTRO DOMESTICO UF,,2434,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO FILTRO PARTICULAS - KUF/FWF,,66,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO FILTRO PIPE LINE 2000 L/H,,101,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO FILTRO TF-04,INSBO4117,59,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO FILTRO UF - KUF/KWF,REPAGI421,68,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO LAMPARA EQUIPO UV 12 GPM,,446,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO LAMPARA LBH4 (18GPM),,1611,Equipos,Clack Corp.,Anaya 2710,,15,10
REPUESTO LAMPARA LBH4 (18GPM),,1656,Insumos,Clack Corp.,Anaya 2710,,15,10
REPUESTO MEMBRANA EQUIPO SNOW BAR,,701,Insumos,Clack Corp.,Anaya 2710,,15,10
REPUESTO MEMBRANA UF PARA FILTR/GRIFO,RETBOM233,57,Insumos,Clack Corp.,Anaya 2710,,15,10
REPUESTO MICRO FILTRACION EQUIPO UF-01,,511,Insumos,Clack Corp.,Anaya 2710,,15,10
REPUESTO MODULO EDI 500 L/H,TFC400,434,Insumos,Clack Corp.,Anaya 2710,,15,10
REPUESTO MODULO EDI 50L/H,HC2150,436,Insumos,Clack Corp.,Anaya 2710,,15,10
REPUESTO UF EN LINEA 600,RETER4112,28,Insumos,Clack Corp.,Anaya 2710,,15,10
REPUESTO UFEN LINEA 1000,VALSOL201,30,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA A-62 MP X LITRO,A-62MP,2282,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA ANIONICA A-23 TULSION®,1588,1583,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA ANIÓNICA FUERTE A 400,,25604,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA ANIONICA FUERTE JA100,JA100,2111,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA ANIONICA INDION GS300 X LITRO,GS300,2481,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA CAT FUERTE TULSION® T42,T-42,1178,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA CATIONICA - RESINTECH - 28 LTS,RESCAT477,152,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA CATIONICA FUERTEH+JC603,JC603,2109,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA CATIONICA FUERTENA+JC60,JA600,2110,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA CATIONICA X LITRO,T-42NA,2126,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA INDION ABLANDADOR 225 Na,,114,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA INDION LECHO MIXTO MB-115,,115,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA LECHO MIXTO X LITRO,MB-CC S,2283,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA PARA ARSENICO ASM,,94,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA PARA DESNITRIF A62MP,REX224589,1078,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA PUROLITE A-400,,2683,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA SECADORA,DES12,1421,Insumos,Clack Corp.,Anaya 2710,,15,10
RESINA T-42 NA FG X LTRO,T-42 NA FG,2887,Insumos,Clack Corp.,Anaya 2710,,15,10
"RESORTE P/CONECTOR RAP. ""FILSA""",,32,Insumos,Clack Corp.,Anaya 2710,,15,10
RESORTE PARA VALV INYECTORA 1/2 EH,,2357,Insumos,Clack Corp.,Anaya 2710,,15,10
RESORTE PARA VALV INYECTORA 3/8 EW,,2358,Insumos,Clack Corp.,Anaya 2710,,15,10
RESTRICTOR DE FLUJO 007 - 3/4,V3162-007,1383,Insumos,Clack Corp.,Anaya 2710,,15,10
RESTRICTOR DE FLUJO 017 - 3/4,V3162-017,1386,Insumos,Clack Corp.,Anaya 2710,,15,10
RESTRICTOR DE FLUJO 022 - 3/4,V3162-022,1387,Insumos,Clack Corp.,Anaya 2710,,15,10
RESTRICTOR DE FLUJO 027 - 3/4,V3162-027,1388,Insumos,Clack Corp.,Anaya 2710,,15,10
RESTRICTOR DE FLUJO 032 - 3/4,V3162 -032,1389,Insumos,Clack Corp.,Anaya 2710,,15,10
RESTRICTOR DE FLUJO 042 - 3/4,V3162-042,1390,Insumos,Clack Corp.,Anaya 2710,,15,10
RESTRICTOR DE FLUJO 053 - 3/4,V3162-053,1391,Insumos,Clack Corp.,Anaya 2710,,15,10
RESTRICTOR DE FLUJO 065 - 3/4,V3162-065,1392,Insumos,Clack Corp.,Anaya 2710,,15,10
