Codigo;CodigoOrigen;Concepto;Categoria;Proveedor;Producto;StockActual;STOCK ANAYA 2710;Ubicaci�n Anaya;STOCK CROCKER;Ubicaci�n Crocker;STOCK JUANICO;Ubicaci�n Juanico;OBSERV.; EN VIAJE;StockSeguridad;Stock M�ximo;Diferencia;"Bajo de stock ""BAJO"""; PRECIO FOB ;DTO; FOB FILSA ; PRECIO FOB FAC ;% COSTO ESTIMADO; COSTO ESTIMADO ; COSTO REAL$ ; COSTO REAL USD ; COEF. ; PRECIO DE LISTA USD ;NCM - NOMENCLATURA
1409;U1006;ACCESORIOS;HERRAMIENTA;CLACK CORPORATION;EMBUDO 2-1/2 X 10;0;;0;;;;;49;;10;20;20;BAJO; USD 3,70 ;0,39; USD 1,44 ;1,17;35,00%;1,95;$ 65,20; USD 1,63 ;1,35; USD 5,00 ;
1410;;;CARBON;,;;0;;1-F-03-01;;;;;;;0;0;0;;#N/A;#N/A;#N/A;;35,00%;#N/A;$ 225,60; USD 5,64 ;;#N/A;
1411;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD 1.293,00 ;;;
1412;V0143;;ACC EQ OZONO;CLEAR WATER TECH LLC;VENTURI DE KYNAR #484 �MPT FDA;3;3;1-D-05-02-01;;;;;;;0;0;0;; USD 173,92 ;55%; USD 79,13 ;55;40,00%;110,79;; USD 76,98 ;1,2; USD 208,70 ;
1413;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1414;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1415;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1416;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1417;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1418;MB-4021-BLN;MEMBRANAS;M 4X21;WATER PURIFICATION SUPPLIES;"MEMBRANA CSM-MB4021 4"" x 21""";8;8;1-D-73;;;;;1-D-07-03;;15;30;22;BAJO; USD 133,00 ;0%; USD 133,00 ;135;35%;179,55;$ 8.200,00; USD 205,00 ;; USD 350,00 ;
1419;;;Vac�o;,;;0;;0;;;;;;;0;0;0;; USD 17,63 ;0,32; USD 5,64 ;5,64;35,00%;7,62;$ 529,92; USD 13,25 ;1,35; USD 23,80 ;
1420;V3007-07;ACCESORIOS;ACC. VALVULAS CLACK;CLACK CORPORATION - caja 24;ADAPTADOR DE VALVULA A CA�ERIA;0;;0;;;;;55;;10;20;20;BAJO; USD 24,46 ;0,39; USD 9,54 ;8,2;35,00%;12,88;$ 382,00; USD 9,55 ;1,35; USD 33,02 ;
1421;DES12;;ACC EQ OZONO;CLEAR WATER TECH LLC;RESINA SECADORA;0;;0;;;;;;;0;0;0;; USD 96,63 ;55%; USD 43,97 ;;40,00%;61,55;$ 297,60; USD 7,44 ;1,2; USD 115,96 ;
1431;;;Vac�o;;DESINFECCION DE CA�ERIAS;0;;0;;;;;;;;;0;;;;;;;;$ 2.845,04; USD 71,13 ;;;
1432;DESEQPERACTRATAGUA;SERVICIO;Vac�o;FILSA (MO);DESINFECCI�N EQUIPO DE �SMOSIS;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1433;DESEQPERACPORT;SERVICIO;Vac�o;FILSA (MO);DESINFECCI�N EQUIPO DE OSMOSIS PORTATIL;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1434;DESEQPERACDOM;SERVICIO;Vac�o;FILSA (MO);DESINFECCI�N EQUIOP OSMOSIS DOMESTICO;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1452;V3110;REPUESTO - VALVULA;Vac�o;CLACK CORPORATION;ENGRANAJES ;0;;0;;;;;;;;;0;;1,87;0,32;0,5984;;;;$ 3,60; USD 0,09 ;1,32; USD 2,47 ;
1499;ORP - Meter 3520 (220V);CONTROLADORES;CONTROLADOR;HANGZHOU FUYANG LITER /CREATE INSTRUMENTATION;ORP MEDIDOR Y CONTROLADOR;13;13;1-E-08-04;;;;;1-E-08-04;;8;15;2;; USD 120,00 ;0%; USD 120,00 ;105;35%;162;$ 6.800,00; USD 170,00 ;3; USD 360,00 ;
1500;CD1010;EQ OZONO;EQUIPO OZONO;CLEAR WATER TECH LLC;EQ.OZONIZADOR C/PREP. CD10AD;1;1;1-D-05-01;;;;;;;0;0;0;; USD 3.012,17 ;55%; USD 1.370,54 ;1.026,00;40,00%;1.918,75;$ 70.000,00; USD 1.750,00 ;0,9; USD 2.710,95 ;
1501;CD10;EQ OZONO;EQUIPO OZONO;CLEAR WATER TECH LLC;MICROOZONIZADOR 12V CD-100mg/h;23;23;1-D52-15;;;;;1-D-05-02-15;;0;0;0;; USD 198,08 ;55%; USD 90,13 ;;40,00%;126,18;$ 2.049,20; USD 51,23 ;1; USD 198,08 ;
1502;CD300;EQ OZONO;EQUIPO OZONO;CLEAR WATER TECH LLC;MICROOZONIZADOR  CD- 300mg/h;11;11;1-D54;;;;;1-D-05-04;;4;10;0;; USD 640,12 ;55%; USD 291,25 ;231;40,00%;407,76;$ 11.600,00; USD 290,00 ;0,6; USD 384,07 ;
1503;ELPC5012SA;;ACC EQ OZONO;CLEAR WATER TECH LLC;PLACA ELECTRONICA PPAL CD10;0;;0;;;;;;;0;0;0;; USD -   ;55%; USD -   ;;40,00%; -   ;$ 6.682,80; USD 167,07 ;1,2; USD -   ;
1504;CCA1232SA;;ACC EQ OZONO;CLEAR WATER TECH LLC;PLACA ELECT REGULACI�N. PPAL CD10AD / 12AD;2;2;1-D52-15;;;;;;;1;2;0;; USD 285,00 ;55%; USD 129,68 ;96;40,00%;181,55;$ 6.833,80; USD 170,85 ;1; USD 285,00 ;
1505;ELPC5031S;;ACC EQ OZONO;CLEAR WATER TECH LLC;PLACA ELEC. CENTR. SAL CD10;1;1;1-D52-07;;;;;1-D-05-02-07;;0;0;0;; USD 236,73 ;55%; USD 107,71 ;;40,00%;150,8;$ 3.886,80; USD 97,17 ;1,2; USD 284,08 ;
1506;ELPC5040SA;;ACC EQ OZONO;CLEAR WATER TECH LLC;PLACA. ELECT. ALTO VOLTAJE CD10;5;5;1-D52-04;;;;;1-D-05-02-04;;4;8;3;; USD 200,50 ;55%; USD 91,23 ;69;40,00%;127,72;$ 3.301,20; USD 82,53 ;1,2; USD 240,60 ;
1507;ELTR100;;ACC EQ OZONO;CLEAR WATER TECH LLC;TRANSFORMADOR ALTO VOLT.CD10AD;3;3;1-D52-05;;;;;1-D-05-02-05;;2;4;1;; USD 296,00 ;55%; USD 134,68 ;103;40,00%;188,55;$ 7.440,00; USD 186,00 ;1,1; USD 325,60 ;
1508;ELTR105;;ACC EQ OZONO;CLEAR WATER TECH LLC;TRANS. ALTO VOLTAJE CD10/CD12;5;5;1-D52-05;;;;;1-D-05-02-05;;2;6;1;; USD 500,00 ;55%; USD 227,50 ;183;40,00%;318,5;$ 10.408,00; USD 260,20 ;1,1; USD 550,00 ;
1509;RCC17;REPUESTO;ACC EQ OZONO;CLEAR WATER TECH LLC;CAMARA REACCION CD10;4;4;1-D-05-02-15;;;;;1-D-05-02-15;;5;10;6;BAJO; USD 548,34 ;55%; USD 249,49 ;229,5;40,00%;349,29;$ 10.620,92; USD 265,52 ;1,1; USD 603,17 ;
1510;RCC76SA;REPUESTO;ACC EQ OZONO;CLEAR WATER TECH LLC;DIELECTRICO CAMARA REAC. CD10;34;34;1-D52-12;;;;;1-D-05-02;;10;20;0;; USD 202,91 ;55%; USD 92,32 ;73;40,00%;129,25;$ 3.867,44; USD 96,69 ;1,1; USD 223,20 ;
1511;FA47;REPUESTO;ACC EQ OZONO;CLEAR WATER TECH LLC;VENTILADOR CD10;4;4;1-D52-06;;;;;1-D-05-02-06;;2;6;2;; USD 101,46 ;55%; USD 46,16 ;35;40,00%;40,85;$ 1.897,88; USD 47,45 ;1,1; USD 111,61 ;
1512;ASP110A;KIT MANTENIMIENTO;ACC EQ OZONO;CLEAR WATER TECH LLC;KIT  MANT EQ.OZONIZADOR CD10AD;14;14;1-D52-08;;;;;1-D-05-02-10 / 1-D-05-02-08;;10;20;6;; USD 258,47 ;55%; USD 117,60 ;117,6;40,00%;164,65;$ 5.429,20; USD 135,73 ;1,04; USD 268,81 ;
1513;ASP80;;ACC EQ OZONO;CLEAR WATER TECH LLC;KIT MANT EQ OZON OXS80 Y OXS90;11;11;1-D-05-02-02;;;;;1-D-05-02;;2;8;0;; USD 480,00 ;55%; USD 218,40 ;175;40,00%;305,76;$ 8.051,20; USD 201,28 ;1,1; USD 528,00 ;
1514;ADP100;;EQUIPO OZONO;CLEAR WATER TECH LLC;SECADOR DE AIRE CD10AD;4;4;1-D52-05;;;;;1-D-05-02-05;;1;6;2;; USD 580,00 ;55%; USD 263,90 ;94;40,00%;369,46;$ 5.094,00; USD 127,35 ;1,1; USD 638,00 ;
1515;SV220;;ACC EQ OZONO;CLEAR WATER TECH LLC;VALVULA 3 VIAS 24V CD10;4;4;1-D52-12;;;;;1-D-05-02-12;;2;8;4;; USD -   ;55%; USD -   ;24;40,00%; -   ;$ 1.299,60; USD 32,49 ;1,1; USD -   ;
1516;ORS50;;ACC EQ OZONO;CLEAR WATER TECH LLC;SER O'RING CAMARA DE REAC.CD10;18;18;1-D-05-02-01;;;;;1-D-05-02-01;;6;20;2;; USD 33,83 ;55%; USD 15,39 ;9;40,00%;21,55;$ 503,92; USD 12,60 ;1,1; USD 37,21 ;
1517;OXS350;;ACC EQ OZONO;CLEAR WATER TECH LLC;FILTRO ENTRADA PREP.AIRE OXS80;20;20;1-D-05-02-02;;;;;1-D-05-02-02;;6;20;0;; USD 67,54 ;55%; USD 30,73 ;16;40,00%;43,02;$ 766,80; USD 19,17 ;1,1; USD 74,29 ;
1518;SCN20;;ACC EQ OZONO;CLEAR WATER TECH LLC;MALLA P/DISECANTE CHICA;15;15;1-D-05-02-01;;;;;1-D-05-02-01;;6;15;0;; USD -   ;55%; USD -   ;0,8;40,00%; -   ;$ 39,08; USD 0,98 ;1,1; USD -   ;
1519;SCN30;;ACC EQ OZONO;CLEAR WATER TECH LLC;MALLA P/DISECANTE GRANDE;15;15;1-D-05-02-01;;;;;;;6;15;0;; USD -   ;55%; USD -   ;0,9;40,00%; -   ;$ 43,84; USD 1,10 ;1,1; USD -   ;
1520;C60948N61E01;TANQUE -FIBRA;9x48;CLACK CORPORATION;TANQUE FIBRA DE VIDRIO   9x48;19;4;1- Arriba derecha ;15;;;;;;16;24;5;; USD 107,37 ;0,34; USD 36,51 ;25;35,00%;49,28;$ 1.200,00; USD 30,00 ;1,3; USD 139,58 ;
1521;UC2Q;DOMESTICO;EQ FILTRO;WATER PURIFICATION SUPPLIES;FILTRO DOMESTICO DOBLE;0;;0;;;;;;;0;0;0;;27;0%;27;;35%;36,45;; USD 33,00 ;; USD 50,00 ;
1522;UC3Q;;EQ FILTRO;WATER PURIFICATION SUPPLIES;FILTRO DOMESTICO TRIPLE;0;;0;;;;;;;0;0;0;;34;0%;34;;35%;45,9;; USD 36,77 ;; USD 91,93 ;
1523;NEED-12;;ACC CA�ERIA;WATER PURIFICATION SUPPLIES;"VALVULA AGUJA INOX 1/2""";24;24;1-D-08-01;;;;;;;6;12;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 50,15 ;; USD 125,30 ;
1524;V-SMS;VALVULA;MANUAL;WATER PURIFICATION SUPPLIES;VALVULA MANUAL P/ABLANDADOR;9;9;1-D-08-02;;;;;;;6;12;3;;13;0%;13;30;35%;17,55;; USD 20,00 ;11; USD 143,00 ;
1525;;;Vac�o;;;0;;0;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;;;;#N/A;
1526;D7178-02;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;"DIFUSOR ESTRELLA P/TANQUE 14"" 0,32";0;;1-D-1-1;;;;;;;0;0;0;; USD 76,39 ;0,39; USD 46,60 ;;35%;62,91;; USD 1,71 ;1,45; USD 110,77 ;
1527;;;Vac�o;;;0;;0;;;;;;;0;0;0;;#N/A;#N/A;#N/A;4,14;35,00%;#N/A;$ 231,60; USD 5,79 ;1,45;#N/A;
1528;D1225-12;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;CANASTA SUP. C/BALLONETA 32mm;0;;0;;;;;;;10;30;30;BAJO; USD 16,22 ;0,39; USD 6,33 ;4,14;35,00%;8,54;$ 231,60; USD 5,79 ;1,45; USD 23,52 ;
1529;D1199-02;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;CANASTA SUPERIOR 2 IN;0;;1-E-06-04;;;;;;;10;30;30;BAJO; USD 60,59 ;0,39; USD 23,63 ;18,09;35,00%;31,9;$ 1.012,80; USD 25,32 ;1,45; USD 87,86 ;
1530;V3174;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;PISTON REGENERANTE;3;3;1-E-12-02;;;;;;10;5;10;7;BAJO; USD 10,33 ;0,32; USD 3,31 ;2,84;35,00%;4,46;$ 169,80; USD 4,25 ;1,25; USD 12,91 ;
1531;;;Vac�o;GIANNI;BOMBA PRESURIZADORA;0;;0;;;;;;;;;0;;;25,00%; -   ;;;;; USD -   ;; USD -   ;
1532;E-BB;FILTRO;CONTENEDOR;WATER PURIFICATION SUPPLIES;CARTUCHO RECARGABLE 20X4,5 ;6;6;0;;;;;;;0;0;0;;8,1;0%;8,1;8,1;35%;10,94;$ 520,00; USD 13,00 ;2; USD 16,20 ;
1533;;;Vac�o;;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1534;PE-10-CI-0500F-B;;ACC CA�ERIA JG;JOHN GUEST;"TUBO AZUL 5x16""  J.G. METROS 150";0;;0;;;;;;;;;0;;201,04;0,3;60,31;49,39;40%;84,44;; USD -   ;1,3; USD 261,35 ;
1535;H4615;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;SEGURO PARA CODO;150;150;0;;;;;;;30;50;0;; USD 0,61 ;0,32; USD 0,20 ;0,02;35,00%;0,26;$ 8,00; USD 0,20 ;1,8; USD 1,10 ;
1536;D1130-12FT;ACCESORIOS - COLECTOR;ACC TANQUES FIBRA;CLACK CORPORATION;"CA�O COLECTOR 1.050"" EN METROS (CA�O 3,6 m )";9;9;Entre medio;;;;;;;60;120;111;BAJO; USD 18,32 ;0,34; USD 6,23 ;5,69;35,00%;8,41;$ 337,16; USD 8,43 ;1,35; USD 24,73 ;
1537;D1225-08;DIFUSORES - TANQUE;ACC TANQUES FIBRA;CLACK CORPORATION;"CANASTA SUPERIOR 14SEG 1.320""";8;8;1-E-6-2-03;;;;;1-D-02-02-01;;20;50;42;BAJO; USD 16,22 ;0,39; USD 6,33 ;4,94;35,00%;8,54;$ 294,04; USD 7,35 ;1,45; USD 23,52 ;
1538;D7178-02;DIFUSORES - TANQUE;ACC TANQUES FIBRA;CLACK CORPORATION;"VELA DIFUSORA INF 14-16 1.32""";16;16;D-01-01;;;;;;;15;50;34;; USD 73,01 ;0,39; USD 28,47 ;;35,00%;38,44;$ 1.440,00; USD 36,00 ;1,45; USD 105,86 ;
1539;JD506/DT-4 (scres and nuts);ACCESORIOS - TANQUE;ACC TANQUES FIBRA;HIDROTEK;"TAPON CIEGO 6"" PARA TANQUE ";20;20;1-D-03-03;;;;;;;0;0;0;;9,6;0%;9,6;;35,00%;12,96;$ 560,00; USD 14,00 ;10; USD 96,00 ;
1540;D1300-01;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;"DIFUSOR SUP. P/CA�O DIFUSOR 2""";65;65;1-E-09-01;;;;;;;15;50;0;; USD 31,75 ;0,39; USD 12,38 ;9,3;35,00%;16,72;$ 533,08; USD 13,33 ;1,45; USD 46,04 ;
1541;DKSHL48TM2S;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;"DISTRIBUIDOR ESTRELLA48 1.5""";6;6;1-E-09-01;;;;;;;15;50;44;BAJO; USD 232,03 ;0,39; USD 90,49 ;69,3;35,00%;122,16;$ 3.972,44; USD 99,31 ;1,4; USD 324,84 ;
1542;"21x62 - 6""";TANQUE -FIBRA;21x62;CLACK CORPORATION;TANQUE FIBRA DE VIDRIO 21x62;15;3;1-Arriba derecha ;;;12;;;;10;16;1;; USD 703,50 ;0,34; USD 239,19 ;233,36;35,00%;322,91;$ 11.840,00; USD 296,00 ;1,1; USD 773,85 ;
1543;"24x72 - 6""";TANQUE -FIBRA;24x72;CLACK CORPORATION;TANQUE FIBRA DE VIDRIO 24x72;10;;0;;;8;;;;7;14;4;; USD 1.257,00 ;0,34; USD 427,38 ;251;35,00%;576,96;$ 20.800,00; USD 520,00 ;0,8; USD 1.005,60 ;
1544;C610225 ;ACCESORIOS - TANQUE;ACC TANQUES FIBRA;CLACK CORPORATION;"ADAPTADOR 6"" A 4"" P/TANQUE";38;38;E-72;;;;;1-D-02-04;;15;30;0;; USD 207,12 ;0,39; USD 80,78 ;42,98;35,00%;109,05;$ 2.586,68; USD 64,67 ;0,85; USD 176,05 ;
1545;A8006;MEDIO FILTRANTE;BIRM;CLACK CORPORATION;BIRM-DIOXIDO DE MANGANESO X BOLSA;70;;0;;;30;;garaje 30 unida dto max 15%;;41;100;30;; USD 87,99 ;0,39; USD 34,32 ;29,06;35,00%;46,33;$ 1.959,72; USD 48,99 ;1,1; USD 96,79 ;
1546;A8012;MEDIO FILTRANTE;MTM;CLACK CORPORATION;MTM-DIOXIDO DE MANGANESO X BOLSA;0;;0;;;;;;;41;120;120;BAJO; USD 102,65 ;0,39; USD 40,03 ;40,03;35,00%;54,05;$ 2.259,84; USD 56,50 ;1,1; USD 112,92 ;
1547;V3109;REPUESTO - VALVULA;con STOCK;CLACK CORPORATION;CUBIERTA PLASTICA DE ENGRANAJES ;0;;1-F-03-01;;;;;;;0;0;0;; USD 3,45 ;0,32; USD 1,10 ;1,91;35,00%;1,49;$ 106,80; USD 2,67 ;1,32; USD 4,55 ;
1548;MB2540000239;FILTRO;PARTICULAS;CLACK CORPORATION;"FILTRO HIDROCURE 40""x2,5""  25�";359;;0;;;359;;;;50;100;0;; USD 19,70 ;0,22; USD 4,33 ;3,03;35,00%;5,85;$ 169,60; USD 4,24 ;1,6; USD 31,52 ;8421,99
1549;V3002-A;REPUESTO - VALVULA;Vac�o;CLACK CORPORATION;SOPORTE PL�STICO PLACA VLAVULA WS1 /1,25;0;;0;;;;;;;0;0;0;;38,39;0,32;12,28;;35,00%;16,58;$ 19.740,80; USD 493,52 ;1,35; USD 51,83 ;
1550;V3107-01;REPUESTO - VALVULA;ACC. VALVULAS CLACK;CLACK CORPORATION;MOTOR DE VALVULA WS1;12;12;1-D-04-02-07;;;;;1-D-04-03-02;;12;20;8;; USD 18,51 ;0,32; USD 5,92 ;5,09;35,00%;8;$ 282,40; USD 7,06 ;1,35; USD 24,99 ;
1551;V3005;REPUESTO - VALVULA;ACC. VALVULAS CLACK;CLACK CORPORATION - caja 24;WS1 ENSAMBLE DE SELLOS Y ESPAC;8;8;1-D-42-07;;;;;1-D-04-02-07 / 1-D-03-04;48;30;80;72;BAJO; USD 52,74 ;0,32; USD 16,88 ;14,94;35,00%;22,78;$ 920,00; USD 23,00 ;1,2; USD 63,29 ;
1552;V3011;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;WS1 PISTON DESCENDENTE;21;21;1-D-04-02-07;;;;;1-D-04-03-02;;10;20;0;; USD 35,63 ;0,32; USD 11,40 ;4,08;35,00%;15,39;$ 253,96; USD 6,35 ;1,25; USD 44,54 ;
1553;V3011-01;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;WS1 PISTON ASCENDENTE;24;24;1-D-04-02-07;;;;;1-D-04-03-02;;10;20;0;;35,36;0,32; USD 11,32 ;;35,00%;15,28;$ 542,00; USD 13,55 ;1,25; USD 44,20 ;
1554;V3195-01;ACCESORIOS - VALVULA;ACC. T. SALMUERA;CLACK CORPORATION;TAPON PUERTO SALMUERA VAL. WS1;47;47;1-D-42-10;;;;;1-E42-09-03;;30;80;33;; USD 7,55 ;0,32; USD 2,42 ;2,14;35,00%;3,26;$ 129,68; USD 3,24 ;1,35; USD 10,19 ;
1555;;;ACC. VALVULAS CLACK;,;;0;;1-D-43-09;;;;;;;0;0;0;;#N/A;#N/A;#N/A;;35,00%;#N/A;$ 1.234,80; USD 30,87 ;;#N/A;
1556;;;ACC. VALVULAS CLACK;,;;0;;0;;;;;;;0;0;0;;#N/A;#N/A;#N/A;;35,00%;#N/A;$ 1.802,80; USD 45,07 ;;#N/A;
1557;;;Vac�o;,;;0;;0;;;;;;;0;0;0;;#N/A;#N/A;#N/A;;35,00%;#N/A;$ 1.898,80; USD 47,47 ;;#N/A;
1558;;;ACC. VALVULAS CLACK;,;;0;;1-D-43-09;;;;;;;0;0;0;;#N/A;#N/A;#N/A;;35,00%;#N/A;$ 1.844,00; USD 46,10 ;;#N/A;
1559;DG25050988HC;FILTRO;PARTICULAS;CLACK CORPORATION;"FILTRO HC DUAL 10""x4,5"" 25/05� (8 C/CAJA)";513;17;1-A-4-1;256;;240;;;;80;160;0;; USD 19,90 ;0,22; USD 4,38 ;3,45;35,00%;5,91;$ 360,00; USD 9,00 ;1; USD 19,90 ;8421,99
1560;DG25052000HC;FILTRO;PARTICULAS;CLACK CORPORATION;"FILTRO HC DUAL 20""x4,5"" 25/05� (6 C/CAJA)";714;30;1-A-5-1;444;;240;;;;120;180;0;; USD 41,00 ;0,22; USD 9,02 ;6,91;35,00%;12,18;$ 600,00; USD 15,00 ;0,96; USD 39,50 ;8421,99
1561;V15EIDMF-05;VALVULA;VALVULA;CLACK CORPORATION;VALVULA AUTOMATICA CLACK WS1.5;2;2;1-D-03-01;;;;;;2;10;20;18;BAJO; USD 2.612,88 ;0,32; USD 836,12 ;623,33;35,00%;1.128,76;$ 41.089,88; USD 1.027,25 ;0,9; USD 2.351,59 ;
1562;V2EIDMC-05;VALVULA;VALVULA;CLACK CORPORATION;VALVULA AUTOM. WS2EI;5;5;1-D-04-01;;;;;;3;10;20;15;BAJO; USD 3.250,55 ;0,32; USD 1.040,18 ;1.000,17;35,00%;1.404,24;$ 59.080,00; USD 1.477,00 ;0,9; USD 2.925,50 ;
1563;V2HDME-03;VALVULA;VALVULA;CLACK CORPORATION;VALVULA AUTOMATICA WS2H;2;2;1-F-08-01;;;;;;;1;2;0;; USD 5.308,75 ;0,32; USD 1.698,80 ;1.328,42;35,00%;2.293,38;$ 71.734,40; USD 1.793,36 ;0,9; USD 4.777,88 ;
1564;;;Vac�o;;VALVULA PVC 40 MM;0;;0;;;;;;;0;0;0;;#N/A;#N/A;#N/A;;35,00%;#N/A;;;;#N/A;
1565;V3190-250;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;"RESTRICTOR DE FLUJO 250-1""";21;21;1-E-12-02;;;;;;20;20;50;29;; USD 6,56 ;0,32; USD 2,10 ;1,8;35,00%;2,83;$ 160,00; USD 4,00 ;1,25; USD 8,20 ;
1566;V3010-2A;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;"INYECTOR A WS2 18""";16;16;1-D-04-03-01;;;;;1-D-04-03-01;;10;20;4;; USD 36,59 ;0,32; USD 11,71 ;9,49;35,00%;15,81;$ 531,20; USD 13,28 ;1,25; USD 45,74 ;
1567;V3010-2B;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;"INYECTOR B WS2 21""";16;16;1-D-04-03-01;;;;;1-D-04-03-01;;10;20;4;; USD 36,59 ;0,32; USD 11,71 ;9,96;35,00%;15,81;$ 588,48; USD 14,71 ;1,25; USD 45,74 ;
1568;V3010-2C;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;"INYECTOR C WS2 24""";20;20;1-D-04-03-01;;;;;1-D-04-03-01;;10;20;0;; USD 36,59 ;0,32; USD 11,71 ;9,49;35,00%;15,81;$ 531,20; USD 13,28 ;1,25; USD 45,74 ;
1569;V3010-2D;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;"INYECTOR D WS2 30""";9;9;1-D-04-03-01;;;;;1-D-04-03-01;;10;20;11;BAJO; USD 36,59 ;0,32; USD 11,71 ;9,49;35,00%;15,81;$ 531,20; USD 13,28 ;1,25; USD 45,74 ;
1570;V3010-2E;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;"INYECTOR E WS2 36""";17;17;1-D-04-03-01;;;;;1-D-04-03-01;;10;20;3;; USD 36,59 ;0,32; USD 11,71 ;9,49;35,00%;15,81;$ 531,20; USD 13,28 ;1,25; USD 45,74 ;
1571;V3010-2F;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;"INYECTOR F WS2 42""";21;21;1-D-04-02-07;;;;;1-D-04-03-02;;10;20;0;; USD 36,59 ;0,32; USD 11,71 ;9,49;35,00%;15,81;$ 680,00; USD 17,00 ;1,25; USD 45,74 ;
1572;V3010-2G;REPUESTO;ACC. VALVULAS CLACK;CLACK CORPORATION;"INYECTOR G WS2 48""";16;16;1-D-04-03-01;;;;;1-D-04-03-01;;10;20;4;; USD 36,59 ;0,32; USD 11,71 ;9,49;35,00%;15,81;$ 531,20; USD 13,28 ;1,25; USD 45,74 ;
1573;V3461EU;ACCESORIOS - VALVULA;ACC. VALVULAS CLACK;CLACK CORPORATION;TRANSFORMADOR 24V WS2;17;17;1-D-42-02;;;;;1-D-04-02-02;;10;20;3;;46,64;0,32;14,92;10;35,00%;20,15;$ 1.292,80; USD 32,32 ;1,25; USD 58,30 ;
1574;V3064;ACCESORIOS - VALVULA;ACC. VALVULAS CLACK;CLACK CORPORATION;WS2H/2L 4INCH BASE ASY;2;2;1-D-44;;;;;;;4;8;6;BAJO; USD 226,91 ;0,32; USD 72,61 ;61,8;35,00%;98,03;$ 3.649,88; USD 91,25 ;1,35; USD 306,33 ;
1575;D1212-21;DIFUSORES - TANQUE;ACC TANQUES FIBRA;CLACK CORPORATION;"DIFUSOR SIMPLE INFERIOR 1,320""";19;19;1-E-6-2-02;;;;;;;30;50;31;BAJO; USD 12,00 ;0,39; USD 4,68 ;3,3;35,00%;6,32;$ 182,40; USD 4,56 ;1,5; USD 18,00 ;
1576;D1139-64.5;ACCESORIOS - COLECTOR;ACC TANQUES FIBRA;CLACK CORPORATION;"CA�O COLECTOR 1,320""D EXT X12P EN METROS (CA�O 1,60M)";20;20;C-07-03;;;;;20;;60;160;140;BAJO; USD 15,34 ;0,32; USD 4,91 ;4,77;35,00%;6,63;$ 288,00; USD 7,20 ;1,35; USD 20,71 ;
1577;LW-20-10;;Vac�o;GIANNI;BOMBA MULTIETAPA VERT SV-212;0;;0;;;;;;;;;0;;;25,00%; -   ;;;;; USD 1.204,56 ;; USD -   ;
1578;;;Vac�o;GIANNI;BOMBA MULTIETAPA VERT SV-218;0;;0;;;;;;;;;0;;;25,00%; -   ;;;;; USD 1.204,56 ;; USD -   ;
1579;;;Vac�o;;RESINA TULSION� A-2XMP;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1580;;;Vac�o;;ANALISIS;0;;0;;;;;;;;;0;;;;;;;;; USD 70,00 ;;;
1581;;;Vac�o;;ELECTROVALVULA DE 3/4 PVC;0;;0;;;;;;;;;0;;;5%;;;;;; USD 78,00 ;;;
1582;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
1583;A-23;MEDIO FILTRANTE;RESINAS;THERMAX;RESINA ANIONICA A-23 TULSION;0;;0;;;;;;;500;1000;1000;BAJO;2,45;0%;2,45;2,45;30%;3,19;; USD 2,95 ;3; USD 7,35 ;
1584;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD 1,64 ;;;
